,date,Tavg,RH_avg,RR,ddd_x,ff_avg,station_name,flood
5276,2016-01-26,24.4,80.0,1.4,330.0,3.0,Halim Perdana Kusuma Jakarta,0
5277,2016-01-27,25.1,88.0,7.6,340.0,4.0,Halim Perdana Kusuma Jakarta,0
5278,2016-01-28,25.0,78.0,1.4,330.0,4.0,Halim Perdana Kusuma Jakarta,0
5279,2016-01-29,24.3,83.0,1.4,330.0,3.0,Halim Perdana Kusuma Jakarta,0
5280,2016-01-30,25.0,98.0,4.4,300.0,3.0,Halim Perdana Kusuma Jakarta,1
5281,2016-01-31,23.7,88.0,21.6,280.0,4.0,Halim Perdana Kusuma Jakarta,0
5282,2016-02-01,27.3,91.0,54.8,350.0,3.0,Halim Perdana Kusuma Jakarta,0
5283,2016-02-02,27.9,84.0,6.2,330.0,3.0,Halim Perdana Kusuma Jakarta,0
5284,2016-02-03,28.5,74.0,1.4,300.0,4.0,Halim Perdana Kusuma Jakarta,1
5285,2016-02-04,26.9,85.0,0.2,240.0,3.0,Halim Perdana Kusuma Jakarta,0
5286,2016-02-05,28.6,78.0,1.4,310.0,3.0,Halim Perdana Kusuma Jakarta,0
5287,2016-02-06,27.8,88.0,27.6,20.0,2.0,Halim Perdana Kusuma Jakarta,1
5288,2016-02-07,27.5,89.0,17.8,300.0,4.0,Halim Perdana Kusuma Jakarta,1
5289,2016-02-08,27.1,90.0,16.4,290.0,4.0,Halim Perdana Kusuma Jakarta,0
5290,2016-02-09,27.3,84.0,33.2,240.0,4.0,Halim Perdana Kusuma Jakarta,0
5291,2016-02-10,26.7,86.0,0.2,240.0,3.0,Halim Perdana Kusuma Jakarta,0
5292,2016-02-11,27.6,81.0,4.4,260.0,4.0,Halim Perdana Kusuma Jakarta,1
5293,2016-02-12,25.2,94.0,32.8,330.0,2.0,Halim Perdana Kusuma Jakarta,1
5294,2016-02-13,28.2,79.0,0.2,40.0,3.0,Halim Perdana Kusuma Jakarta,1
5295,2016-02-14,26.9,87.0,58.0,210.0,4.0,Halim Perdana Kusuma Jakarta,1
5296,2016-02-15,27.6,86.0,1.4,330.0,4.0,Halim Perdana Kusuma Jakarta,1
5297,2016-02-16,27.3,82.0,54.2,360.0,3.0,Halim Perdana Kusuma Jakarta,0
5298,2016-02-17,25.8,92.0,9.8,230.0,2.0,Halim Perdana Kusuma Jakarta,0
5299,2016-02-18,27.4,84.0,1.4,210.0,4.0,Halim Perdana Kusuma Jakarta,0
5300,2016-02-19,28.1,79.0,1.4,320.0,4.0,Halim Perdana Kusuma Jakarta,1
5301,2016-02-20,28.2,82.0,1.4,340.0,2.0,Halim Perdana Kusuma Jakarta,0
5302,2016-02-21,27.9,81.0,1.4,320.0,4.0,Halim Perdana Kusuma Jakarta,0
5303,2016-02-22,28.7,78.0,48.2,330.0,3.0,Halim Perdana Kusuma Jakarta,0
5304,2016-02-23,27.4,86.0,1.4,360.0,3.0,Halim Perdana Kusuma Jakarta,1
5305,2016-02-24,27.4,84.0,17.2,260.0,4.0,Halim Perdana Kusuma Jakarta,1
5306,2016-02-25,26.2,90.0,62.4,240.0,4.0,Halim Perdana Kusuma Jakarta,1
5307,2016-02-26,26.9,81.0,0.2,330.0,2.0,Halim Perdana Kusuma Jakarta,1
5308,2016-02-27,28.0,72.0,22.6,220.0,4.0,Halim Perdana Kusuma Jakarta,1
5309,2016-02-28,26.2,92.0,10.0,220.0,2.0,Halim Perdana Kusuma Jakarta,1
5310,2016-02-29,25.9,91.0,39.8,240.0,5.0,Halim Perdana Kusuma Jakarta,1
5311,2016-04-01,28.0,83.0,0.8,300.0,2.0,Halim Perdana Kusuma Jakarta,0
5312,2016-04-02,27.9,82.0,0.8,140.0,2.0,Halim Perdana Kusuma Jakarta,1
5313,2016-04-03,28.6,78.0,8.8,40.0,2.0,Halim Perdana Kusuma Jakarta,1
5314,2016-04-04,29.3,76.0,1.4,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5315,2016-04-05,29.2,75.0,0.4,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5316,2016-04-06,30.1,70.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5317,2016-04-07,29.3,76.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5318,2016-04-08,28.4,83.0,1.4,200.0,2.0,Halim Perdana Kusuma Jakarta,0
5319,2016-04-09,28.3,81.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5320,2016-04-10,28.5,82.0,33.6,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5321,2016-04-11,29.5,77.0,1.4,360.0,1.0,Halim Perdana Kusuma Jakarta,0
5322,2016-04-12,29.1,77.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5323,2016-04-13,29.0,76.0,1.4,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5324,2016-04-14,28.5,78.0,0.2,220.0,2.0,Halim Perdana Kusuma Jakarta,0
5325,2016-04-15,28.1,83.0,36.8,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5326,2016-04-16,29.5,79.0,0.2,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5327,2016-04-17,27.7,90.0,10.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5328,2016-04-18,28.5,78.0,1.2,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5329,2016-04-19,29.6,79.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5330,2016-04-20,27.3,86.0,1.2,30.0,2.0,Halim Perdana Kusuma Jakarta,1
5331,2016-04-21,27.5,84.0,111.6,20.0,4.0,Halim Perdana Kusuma Jakarta,1
5332,2016-04-22,28.9,78.0,0.4,90.0,3.0,Halim Perdana Kusuma Jakarta,1
5333,2016-04-23,29.4,76.0,1.4,120.0,2.0,Halim Perdana Kusuma Jakarta,0
5334,2016-04-24,29.3,75.0,19.0,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5335,2016-04-25,29.2,78.0,1.4,50.0,3.0,Halim Perdana Kusuma Jakarta,1
5336,2016-04-26,27.3,86.0,1.4,70.0,4.0,Halim Perdana Kusuma Jakarta,1
5337,2016-04-27,28.2,79.0,0.2,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5338,2016-04-28,28.8,77.0,1.4,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5339,2016-04-29,28.5,76.0,1.4,120.0,3.0,Halim Perdana Kusuma Jakarta,0
5340,2016-04-30,28.6,79.0,1.4,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5341,2016-05-01,27.8,84.0,1.4,15.0,6.0,Halim Perdana Kusuma Jakarta,1
5342,2016-05-02,28.5,79.0,1.4,12.0,5.0,Halim Perdana Kusuma Jakarta,0
5343,2016-05-03,29.3,75.0,1.4,12.0,4.0,Halim Perdana Kusuma Jakarta,0
5344,2016-05-04,29.5,75.0,1.4,14.0,6.0,Halim Perdana Kusuma Jakarta,0
5345,2016-05-05,27.3,88.0,43.6,10.0,3.0,Halim Perdana Kusuma Jakarta,0
5346,2016-05-06,28.6,80.0,1.4,8.0,2.0,Halim Perdana Kusuma Jakarta,0
5347,2016-05-07,27.3,85.0,2.2,12.0,4.0,Halim Perdana Kusuma Jakarta,1
5348,2016-05-08,28.1,84.0,31.8,12.0,3.0,Halim Perdana Kusuma Jakarta,0
5349,2016-05-09,27.4,86.0,11.0,10.0,4.0,Halim Perdana Kusuma Jakarta,1
5350,2016-05-10,28.9,75.0,1.4,8.0,3.0,Halim Perdana Kusuma Jakarta,0
5351,2016-05-11,29.8,74.0,1.4,12.0,4.0,Halim Perdana Kusuma Jakarta,0
5352,2016-05-12,29.6,74.0,1.4,10.0,4.0,Halim Perdana Kusuma Jakarta,0
5353,2016-05-13,30.0,74.0,8.2,15.0,4.0,Halim Perdana Kusuma Jakarta,0
5354,2016-05-14,28.7,82.0,1.4,13.0,5.0,Halim Perdana Kusuma Jakarta,0
5355,2016-05-15,29.9,76.0,1.6,11.0,4.0,Halim Perdana Kusuma Jakarta,0
5356,2016-05-16,27.2,88.0,19.8,5.0,2.0,Halim Perdana Kusuma Jakarta,0
5357,2016-05-17,27.9,89.0,6.0,6.0,2.0,Halim Perdana Kusuma Jakarta,0
5358,2016-05-18,29.0,79.0,0.8,10.0,4.0,Halim Perdana Kusuma Jakarta,0
5359,2016-05-19,30.2,76.0,1.4,7.0,3.0,Halim Perdana Kusuma Jakarta,0
5360,2016-05-20,29.8,76.0,4.4,5.0,2.0,Halim Perdana Kusuma Jakarta,0
5361,2016-05-21,26.1,93.0,54.0,10.0,3.0,Halim Perdana Kusuma Jakarta,0
5362,2016-05-22,28.1,85.0,0.2,6.0,2.0,Halim Perdana Kusuma Jakarta,0
5363,2016-05-23,28.1,84.0,26.6,10.0,3.0,Halim Perdana Kusuma Jakarta,0
5364,2016-05-24,28.7,82.0,0.8,15.0,5.0,Halim Perdana Kusuma Jakarta,0
5365,2016-05-25,28.6,78.0,1.4,16.0,5.0,Halim Perdana Kusuma Jakarta,1
5366,2016-05-26,29.0,78.0,1.4,12.0,5.0,Halim Perdana Kusuma Jakarta,0
5367,2016-05-27,28.0,82.0,1.4,12.0,5.0,Halim Perdana Kusuma Jakarta,0
5368,2016-05-28,28.8,79.0,1.4,15.0,4.0,Halim Perdana Kusuma Jakarta,0
5369,2016-05-29,26.6,89.0,0.6,12.0,2.0,Halim Perdana Kusuma Jakarta,0
5370,2016-05-30,27.4,83.0,1.4,10.0,2.0,Halim Perdana Kusuma Jakarta,0
5371,2016-05-31,28.5,76.0,1.4,10.0,2.0,Halim Perdana Kusuma Jakarta,0
5372,2016-06-01,28.6,82.0,8.6,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5373,2016-06-02,29.4,74.0,1.4,80.0,3.0,Halim Perdana Kusuma Jakarta,0
5374,2016-06-03,28.2,76.0,1.4,60.0,1.0,Halim Perdana Kusuma Jakarta,0
5375,2016-06-04,29.0,76.0,1.4,50.0,2.0,Halim Perdana Kusuma Jakarta,0
5376,2016-06-05,27.9,83.0,1.4,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5377,2016-06-06,27.4,87.0,60.2,270.0,0.0,Halim Perdana Kusuma Jakarta,1
5378,2016-06-07,27.6,84.0,5.8,190.0,2.0,Halim Perdana Kusuma Jakarta,1
5379,2016-06-08,28.5,74.0,0.6,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5380,2016-06-09,27.5,82.0,1.4,50.0,1.0,Halim Perdana Kusuma Jakarta,0
5381,2016-06-10,28.9,78.0,1.4,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5382,2016-06-11,28.7,75.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5383,2016-06-12,27.6,77.0,41.8,250.0,1.0,Halim Perdana Kusuma Jakarta,0
5384,2016-06-13,28.8,79.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5385,2016-06-14,28.0,76.0,1.4,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5386,2016-06-15,26.6,84.0,1.4,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5387,2016-06-16,28.3,75.0,1.4,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5388,2016-06-17,28.7,77.0,85.6,80.0,3.0,Halim Perdana Kusuma Jakarta,0
5389,2016-06-18,25.1,84.0,5.0,240.0,2.0,Halim Perdana Kusuma Jakarta,1
5390,2016-06-19,27.8,74.0,1.4,40.0,1.0,Halim Perdana Kusuma Jakarta,0
5391,2016-06-20,28.1,76.0,1.4,320.0,0.0,Halim Perdana Kusuma Jakarta,0
5392,2016-06-21,28.9,73.0,27.2,140.0,2.0,Halim Perdana Kusuma Jakarta,0
5393,2016-06-22,28.2,78.0,5.0,240.0,1.0,Halim Perdana Kusuma Jakarta,0
5394,2016-06-23,27.6,76.0,1.6,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5395,2016-06-24,28.5,72.0,1.4,360.0,1.0,Halim Perdana Kusuma Jakarta,0
5396,2016-06-25,28.6,72.0,1.4,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5397,2016-06-26,27.4,78.0,1.0,260.0,2.0,Halim Perdana Kusuma Jakarta,0
5398,2016-06-27,28.0,76.0,1.4,240.0,2.0,Halim Perdana Kusuma Jakarta,0
5399,2016-06-28,28.3,72.0,1.4,50.0,1.0,Halim Perdana Kusuma Jakarta,0
5400,2016-06-29,28.1,75.0,2.4,340.0,2.0,Halim Perdana Kusuma Jakarta,0
5401,2016-06-30,27.2,84.0,1.2,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5402,2016-07-01,27.9,79.0,1.4,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5403,2016-07-02,28.6,75.0,1.4,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5404,2016-07-03,27.8,82.0,13.6,240.0,2.0,Halim Perdana Kusuma Jakarta,0
5405,2016-07-04,28.4,80.0,1.4,50.0,2.0,Halim Perdana Kusuma Jakarta,0
5406,2016-07-05,29.6,83.0,4.2,240.0,2.0,Halim Perdana Kusuma Jakarta,0
5407,2016-07-06,28.3,78.0,1.4,70.0,3.0,Halim Perdana Kusuma Jakarta,0
5408,2016-07-07,28.8,77.0,11.0,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5409,2016-07-08,28.2,78.0,1.4,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5410,2016-07-09,28.6,76.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5411,2016-07-10,27.7,78.0,1.4,50.0,2.0,Halim Perdana Kusuma Jakarta,0
5412,2016-07-11,27.7,82.0,24.8,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5413,2016-07-12,27.6,82.0,36.8,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5414,2016-07-13,26.4,88.0,0.4,70.0,1.0,Halim Perdana Kusuma Jakarta,0
5415,2016-07-14,28.1,80.0,1.4,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5416,2016-07-15,28.7,76.0,1.4,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5417,2016-07-16,26.8,89.0,41.8,330.0,1.0,Halim Perdana Kusuma Jakarta,0
5418,2016-07-17,27.1,88.0,2.2,40.0,2.0,Halim Perdana Kusuma Jakarta,1
5419,2016-07-18,27.2,81.0,1.4,240.0,2.0,Halim Perdana Kusuma Jakarta,1
5420,2016-07-19,27.8,82.0,3.6,270.0,1.0,Halim Perdana Kusuma Jakarta,1
5421,2016-07-20,25.8,88.0,2.6,70.0,2.0,Halim Perdana Kusuma Jakarta,1
5422,2016-07-21,27.4,75.0,2.2,270.0,2.0,Halim Perdana Kusuma Jakarta,0
5423,2016-07-22,25.5,88.0,4.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5424,2016-07-23,27.6,78.0,2.8,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5425,2016-07-24,26.9,84.0,2.0,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5426,2016-07-25,27.5,77.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5427,2016-07-26,28.1,70.0,1.4,20.0,2.0,Halim Perdana Kusuma Jakarta,0
5428,2016-07-27,28.0,72.0,1.4,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5429,2016-07-28,27.6,74.0,1.4,100.0,3.0,Halim Perdana Kusuma Jakarta,0
5430,2016-07-29,27.9,73.0,0.2,260.0,2.0,Halim Perdana Kusuma Jakarta,0
5431,2016-07-30,27.6,78.0,1.4,20.0,2.0,Halim Perdana Kusuma Jakarta,0
5432,2016-07-31,28.4,73.0,1.4,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5433,2016-08-01,28.2,74.0,1.4,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5434,2016-08-02,28.0,64.0,0.4,170.0,2.0,Halim Perdana Kusuma Jakarta,0
5435,2016-08-03,28.0,58.0,1.4,20.0,3.0,Halim Perdana Kusuma Jakarta,0
5436,2016-08-04,27.8,65.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5437,2016-08-05,27.9,70.0,1.4,20.0,1.0,Halim Perdana Kusuma Jakarta,0
5438,2016-08-06,28.2,67.0,1.4,20.0,2.0,Halim Perdana Kusuma Jakarta,0
5439,2016-08-07,28.5,70.0,2.8,30.0,3.0,Halim Perdana Kusuma Jakarta,0
5440,2016-08-08,25.5,92.0,38.6,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5441,2016-08-09,27.0,86.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5442,2016-08-10,28.1,78.0,5.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5443,2016-08-11,28.8,77.0,1.0,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5444,2016-08-12,28.1,77.0,1.4,350.0,2.0,Halim Perdana Kusuma Jakarta,0
5445,2016-08-13,28.5,74.0,9.8,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5446,2016-08-14,25.1,92.0,51.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5447,2016-08-15,27.7,80.0,1.4,50.0,1.0,Halim Perdana Kusuma Jakarta,0
5448,2016-08-16,27.9,75.0,1.4,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5449,2016-08-17,28.5,73.0,1.0,70.0,3.0,Halim Perdana Kusuma Jakarta,0
5450,2016-08-18,28.5,75.0,1.4,90.0,2.0,Halim Perdana Kusuma Jakarta,0
5451,2016-08-19,28.8,78.0,20.8,350.0,2.0,Halim Perdana Kusuma Jakarta,1
5452,2016-08-20,27.8,74.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,1
5453,2016-08-21,28.8,73.0,0.8,350.0,2.0,Halim Perdana Kusuma Jakarta,0
5454,2016-08-22,27.8,77.0,2.6,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5455,2016-08-23,28.3,72.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5456,2016-08-24,27.4,79.0,0.6,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5457,2016-08-25,27.4,82.0,0.8,150.0,1.0,Halim Perdana Kusuma Jakarta,0
5458,2016-08-26,27.3,82.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5459,2016-08-27,26.6,84.0,17.8,240.0,3.0,Halim Perdana Kusuma Jakarta,1
5460,2016-08-28,27.4,79.0,1.4,240.0,2.0,Halim Perdana Kusuma Jakarta,1
5461,2016-08-29,27.5,84.0,0.8,70.0,1.0,Halim Perdana Kusuma Jakarta,1
5462,2016-08-30,25.9,90.0,16.8,200.0,2.0,Halim Perdana Kusuma Jakarta,1
5463,2016-08-31,28.1,81.0,1.4,90.0,2.0,Halim Perdana Kusuma Jakarta,1
5464,2016-09-01,28.7,78.0,0.2,50.0,2.0,Halim Perdana Kusuma Jakarta,0
5465,2016-09-02,28.5,82.0,1.8,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5466,2016-09-03,28.4,78.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5467,2016-09-04,27.9,81.0,7.6,50.0,2.0,Halim Perdana Kusuma Jakarta,1
5468,2016-09-05,28.8,74.0,1.4,70.0,3.0,Halim Perdana Kusuma Jakarta,1
5469,2016-09-06,28.0,79.0,0.6,80.0,3.0,Halim Perdana Kusuma Jakarta,0
5470,2016-09-07,26.3,86.0,11.0,30.0,2.0,Halim Perdana Kusuma Jakarta,1
5471,2016-09-08,27.0,78.0,1.4,20.0,2.0,Halim Perdana Kusuma Jakarta,1
5472,2016-09-09,28.5,72.0,1.4,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5473,2016-09-10,28.8,70.0,1.4,20.0,3.0,Halim Perdana Kusuma Jakarta,0
5474,2016-09-11,27.7,74.0,1.4,50.0,3.0,Halim Perdana Kusuma Jakarta,0
5475,2016-09-12,28.5,67.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5476,2016-09-13,28.9,68.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5477,2016-09-14,28.8,72.0,48.8,180.0,2.0,Halim Perdana Kusuma Jakarta,0
5478,2016-09-15,27.2,85.0,17.2,10.0,2.0,Halim Perdana Kusuma Jakarta,1
5479,2016-09-16,28.1,74.0,1.4,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5480,2016-09-17,28.3,77.0,29.2,250.0,3.0,Halim Perdana Kusuma Jakarta,1
5481,2016-09-18,27.7,84.0,13.4,290.0,1.0,Halim Perdana Kusuma Jakarta,0
5482,2016-09-19,25.8,91.0,15.0,360.0,1.0,Halim Perdana Kusuma Jakarta,0
5483,2016-09-20,28.3,79.0,1.4,260.0,3.0,Halim Perdana Kusuma Jakarta,1
5484,2016-09-21,26.7,87.0,19.8,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5485,2016-09-22,28.3,77.0,5.2,270.0,2.0,Halim Perdana Kusuma Jakarta,0
5486,2016-09-23,28.1,78.0,1.4,240.0,2.0,Halim Perdana Kusuma Jakarta,0
5487,2016-09-24,27.4,80.0,72.8,230.0,2.0,Halim Perdana Kusuma Jakarta,1
5488,2016-09-25,28.6,78.0,78.4,60.0,2.0,Halim Perdana Kusuma Jakarta,1
5489,2016-09-26,28.4,76.0,1.4,240.0,3.0,Halim Perdana Kusuma Jakarta,1
5490,2016-09-27,27.8,79.0,1.4,270.0,2.0,Halim Perdana Kusuma Jakarta,0
5491,2016-09-28,27.8,73.0,12.8,60.0,3.0,Halim Perdana Kusuma Jakarta,0
5492,2016-09-29,27.5,80.0,4.6,10.0,2.0,Halim Perdana Kusuma Jakarta,0
5493,2016-09-30,26.5,92.0,1.4,270.0,1.0,Halim Perdana Kusuma Jakarta,0
5494,2016-10-01,28.8,74.0,1.4,250.0,3.0,Halim Perdana Kusuma Jakarta,0
5495,2016-10-02,27.6,76.0,1.4,250.0,4.0,Halim Perdana Kusuma Jakarta,0
5496,2016-10-03,27.2,78.0,44.0,200.0,2.0,Halim Perdana Kusuma Jakarta,0
5497,2016-10-04,25.9,88.0,5.8,180.0,1.0,Halim Perdana Kusuma Jakarta,0
5498,2016-10-05,28.0,78.0,0.2,200.0,2.0,Halim Perdana Kusuma Jakarta,0
5499,2016-10-06,28.2,74.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5500,2016-10-07,28.8,73.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5501,2016-10-08,27.0,83.0,8.2,220.0,3.0,Halim Perdana Kusuma Jakarta,0
5502,2016-10-09,26.8,78.0,39.6,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5503,2016-10-10,26.0,88.0,14.2,20.0,2.0,Halim Perdana Kusuma Jakarta,0
5504,2016-10-11,26.6,85.0,17.0,60.0,2.0,Halim Perdana Kusuma Jakarta,1
5505,2016-10-12,27.0,86.0,0.4,50.0,2.0,Halim Perdana Kusuma Jakarta,0
5506,2016-10-13,26.9,90.0,19.4,180.0,1.0,Halim Perdana Kusuma Jakarta,0
5507,2016-10-14,27.0,82.0,1.4,230.0,3.0,Halim Perdana Kusuma Jakarta,0
5508,2016-10-15,27.1,81.0,54.2,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5509,2016-10-16,28.8,75.0,1.4,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5510,2016-10-17,29.2,66.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5511,2016-10-18,29.1,68.0,1.0,30.0,3.0,Halim Perdana Kusuma Jakarta,0
5512,2016-10-19,29.3,74.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5513,2016-10-20,28.5,76.0,0.2,200.0,2.0,Halim Perdana Kusuma Jakarta,1
5514,2016-10-21,26.9,83.0,7.8,360.0,1.0,Halim Perdana Kusuma Jakarta,0
5515,2016-10-22,28.2,78.0,29.6,80.0,2.0,Halim Perdana Kusuma Jakarta,0
5516,2016-10-23,24.8,97.0,16.8,120.0,1.0,Halim Perdana Kusuma Jakarta,0
5517,2016-10-24,26.6,83.0,43.2,230.0,1.0,Halim Perdana Kusuma Jakarta,0
5518,2016-10-25,24.8,97.0,1.4,230.0,2.0,Halim Perdana Kusuma Jakarta,0
5519,2016-10-26,28.8,75.0,1.4,360.0,1.0,Halim Perdana Kusuma Jakarta,0
5520,2016-10-27,27.4,82.0,3.4,220.0,2.0,Halim Perdana Kusuma Jakarta,0
5521,2016-10-28,27.0,86.0,12.6,100.0,1.0,Halim Perdana Kusuma Jakarta,0
5522,2016-10-29,27.3,82.0,5.6,180.0,2.0,Halim Perdana Kusuma Jakarta,0
5523,2016-10-30,27.7,83.0,1.0,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5524,2016-10-31,141.6,80.0,1.4,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5525,2016-11-01,28.0,77.0,79.6,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5526,2016-11-02,28.2,76.0,1.4,240.0,4.0,Halim Perdana Kusuma Jakarta,0
5527,2016-11-03,28.5,75.0,1.4,230.0,1.0,Halim Perdana Kusuma Jakarta,0
5528,2016-11-04,28.2,77.0,1.4,360.0,2.0,Halim Perdana Kusuma Jakarta,0
5529,2016-11-05,28.7,74.0,1.4,340.0,0.0,Halim Perdana Kusuma Jakarta,0
5530,2016-11-06,29.4,74.0,1.4,350.0,1.0,Halim Perdana Kusuma Jakarta,0
5531,2016-11-07,29.7,72.0,1.4,30.0,2.0,Halim Perdana Kusuma Jakarta,0
5532,2016-11-08,26.7,86.0,9.2,210.0,2.0,Halim Perdana Kusuma Jakarta,0
5533,2016-11-09,26.1,88.0,24.2,90.0,3.0,Halim Perdana Kusuma Jakarta,0
5534,2016-11-10,26.8,82.0,29.2,210.0,2.0,Halim Perdana Kusuma Jakarta,0
5535,2016-11-11,27.2,84.0,74.8,180.0,1.0,Halim Perdana Kusuma Jakarta,0
5536,2016-11-12,27.6,84.0,21.6,100.0,2.0,Halim Perdana Kusuma Jakarta,0
5537,2016-11-13,26.5,88.0,10.6,130.0,1.0,Halim Perdana Kusuma Jakarta,0
5538,2016-11-14,26.9,84.0,0.4,240.0,2.0,Halim Perdana Kusuma Jakarta,0
5539,2016-11-15,27.6,77.0,5.4,210.0,2.0,Halim Perdana Kusuma Jakarta,0
5540,2016-11-16,28.0,79.0,1.4,40.0,2.0,Halim Perdana Kusuma Jakarta,0
5541,2016-11-17,28.0,77.0,1.4,330.0,2.0,Halim Perdana Kusuma Jakarta,0
5542,2016-11-18,27.1,86.0,2.4,30.0,1.0,Halim Perdana Kusuma Jakarta,0
5543,2016-11-19,28.4,76.0,2.0,70.0,2.0,Halim Perdana Kusuma Jakarta,0
5544,2016-11-20,27.2,87.0,51.6,60.0,2.0,Halim Perdana Kusuma Jakarta,0
5545,2016-11-21,27.5,85.0,6.0,180.0,1.0,Halim Perdana Kusuma Jakarta,0
5546,2016-11-22,26.3,84.0,0.4,160.0,2.0,Halim Perdana Kusuma Jakarta,0
5547,2016-11-23,27.6,83.0,34.0,20.0,2.0,Halim Perdana Kusuma Jakarta,0
5548,2016-11-24,29.0,72.0,1.4,260.0,3.0,Halim Perdana Kusuma Jakarta,0
5549,2016-11-25,28.0,74.0,1.4,260.0,2.0,Halim Perdana Kusuma Jakarta,0
5550,2016-11-26,28.5,78.0,1.4,160.0,2.0,Halim Perdana Kusuma Jakarta,0
5551,2016-11-27,27.9,83.0,5.0,230.0,2.0,Halim Perdana Kusuma Jakarta,0
5552,2016-11-28,27.0,84.0,2.4,250.0,2.0,Halim Perdana Kusuma Jakarta,0
5553,2016-11-29,27.3,79.0,1.4,270.0,2.0,Halim Perdana Kusuma Jakarta,0
5554,2016-11-30,28.4,77.0,1.4,240.0,2.0,Halim Perdana Kusuma Jakarta,0
